convo_id,msg_count_5min,tokens_5min,avg_tokens_per_msg,model_tier,user_tier,total_cost_usd,msg_count_5min_norm,tokens_5min_norm,avg_tokens_per_msg_norm,model_tier_norm,user_tier_norm,user_query,query_category,retrieval_method,article_id,retrieval_time_sec,answer_success,user_rating,escalation,timestamp,conversation_duration_sec,knowledge_gap_flag,cost_per_message,query_complexity,day,month,weekday,hallucination_flag,answer_success_num,model_tier_enc,user_tier_enc,retrieval_method_enc,query_category_enc,query_complexity_enc,query_cluster,success_probability
WY658,8,551,68.875,2,1,0.22,0.3333333333,0.1246864923,0.03982087213,0.5,0.0,company travel policy,Finance,Search,ART_13,4.98,No,1,No,2025-01-12,31,Yes,0.0275,Low,12,1,Sunday,No,0,1,0,2,0,1,3,0.17429205972368325
RB659,19,613,32.26315789,2,2,0.25,0.9444444444,0.1469007524,0.01446872096,0.5,0.5,how to install company software,Software Help,AI,ART_100,3.86,Yes,3,No,2025-01-05,245,No,0.0132,Low,5,1,Sunday,No,1,1,1,0,5,1,0,0.7241147831614289
DE660,7,2280,325.7142857,1,1,0.46,0.2777777778,0.7441777141,0.2176712076,0.0,0.0,vpn not connecting,Operations,Hybrid,ART_100,4.77,Yes,1,No,2025-04-12,231,No,0.0657,High,12,4,Saturday,No,1,0,0,1,3,0,1,0.7404691262252245
WD661,18,647,35.94444444,2,2,0.26,0.8888888889,0.159082766,0.01701785609,0.5,0.5,how to install company software,HR Policy,Hybrid,ART_76,5.8,No,4,No,2025-05-09,247,Yes,0.0144,Low,9,5,Friday,No,0,1,1,1,1,1,0,0.19346155115210306
PD662,10,1527,152.7,1,2,0.31,0.4444444444,0.474381942,0.097866137,0.0,0.5,vacation policy details,IT Support,Hybrid,ART_86,2.3,Yes,5,No,2025-02-24,84,No,0.031,Medium,24,2,Monday,No,1,0,1,1,2,2,3,0.758474420369705
PK663,8,982,122.75,3,1,0.59,0.3333333333,0.2791114296,0.07712702954,1.0,0.0,reset my password,HR Policy,Hybrid,ART_6,0.65,Yes,3,No,2025-04-02,100,No,0.0738,Medium,2,4,Wednesday,No,1,2,0,1,1,2,3,0.8340824851852928
IG664,13,2380,183.0769231,1,1,0.48,0.6111111111,0.7800071659,0.1189008706,0.0,0.0,how to request leave,Security,AI,ART_68,2.08,Yes,1,Yes,2025-05-04,40,No,0.0369,High,4,5,Sunday,No,1,0,0,0,4,0,2,0.900027060194514
FU665,9,1478,164.2222222,2,2,0.59,0.3888888889,0.4568255106,0.1058447882,0.5,0.5,how to request leave,Software Help,AI,ART_17,2.51,Yes,2,No,2025-05-30,92,No,0.0656,Medium,30,5,Friday,No,1,1,1,0,5,2,3,0.77437094169582
TJ666,20,2986,149.3,1,2,0.6,1.0,0.9971336439,0.09551178089,0.0,0.5,vacation policy details,Security,Search,ART_22,3.15,No,3,No,2025-04-28,173,Yes,0.03,High,28,4,Monday,No,0,0,1,2,4,0,2,0.19167749559051672
GE667,11,1374,124.9090909,1,1,0.27,0.5,0.4195628807,0.07862210862,0.0,0.0,laptop not turning on,IT Support,Hybrid,ART_53,3.11,Yes,5,No,2025-06-23,50,No,0.0245,Medium,23,6,Monday,No,1,0,0,1,2,2,3,0.822153481462251
BB668,18,471,26.16666667,3,1,0.28,0.8888888889,0.09602293085,0.0102471588,1.0,0.0,laptop not turning on,Finance,AI,ART_75,3.69,Yes,3,No,2025-01-15,286,No,0.0156,Low,15,1,Wednesday,No,1,2,0,0,0,1,0,0.9496499074335031
LY669,7,1221,174.4285714,2,3,0.49,0.2777777778,0.3647438194,0.1129122531,0.5,1.0,laptop not turning on,Operations,AI,ART_87,0.62,No,1,No,2025-04-21,92,Yes,0.07,Medium,21,4,Monday,No,0,1,2,0,3,2,3,0.33931902399075464
TE670,6,1666,277.6666667,2,1,0.67,0.2222222222,0.52418488,0.1844002648,0.5,0.0,vpn not connecting,IT Support,AI,ART_64,5.57,Yes,2,No,2025-01-23,236,No,0.1117,High,23,1,Thursday,Yes,1,1,0,0,2,0,1,0.8119732865976756
UQ671,15,2807,187.1333333,1,3,0.56,0.7222222222,0.9329989251,0.121709763,0.0,1.0,how to request leave,IT Support,AI,ART_29,5.63,Yes,1,No,2025-03-07,166,No,0.0373,High,7,3,Friday,No,1,0,2,0,2,0,2,0.6147609211245945
ES672,18,2629,146.0555556,3,3,1.58,0.8888888889,0.8692225009,0.09326514043,1.0,1.0,vpn not connecting,Security,AI,ART_36,5.87,No,2,Yes,2025-03-13,36,Yes,0.0878,High,13,3,Thursday,No,0,2,2,0,4,0,2,0.16970190888131217
QC673,13,1079,83.0,2,2,0.43,0.6111111111,0.3138659979,0.04960183684,0.5,0.5,vpn not connecting,HR Policy,AI,ART_62,3.34,Yes,3,No,2025-01-31,76,No,0.0331,Medium,31,1,Friday,No,1,1,1,0,1,2,0,0.8026685630396321
VK674,12,789,65.75,2,2,0.32,0.5555555556,0.2099605876,0.03765694189,0.5,0.5,how to install company software,HR Policy,Hybrid,ART_39,3.92,Yes,4,No,2025-04-09,235,No,0.0267,Low,9,4,Wednesday,No,1,1,1,1,1,1,0,0.6017293651310103
IM675,20,2386,119.3,2,2,0.95,1.0,0.782156933,0.07473805055,0.5,0.5,how to install company software,Software Help,Search,ART_13,5.48,Yes,4,No,2025-01-10,34,No,0.0475,High,10,1,Friday,No,1,1,1,2,5,0,2,0.8642652201327641
JD676,10,256,25.6,3,2,0.15,0.4444444444,0.01898960946,0.009854766113,1.0,0.5,two factor authentication setup,Software Help,Search,ART_55,1.64,Yes,1,No,2025-01-19,247,No,0.015,Low,19,1,Sunday,No,1,2,1,2,5,1,0,0.9811163201120869
WO677,19,2646,139.2631579,3,3,1.59,0.9444444444,0.8753135077,0.08856169251,1.0,1.0,email not syncing,Operations,AI,ART_52,2.03,Yes,5,No,2025-01-11,87,No,0.0837,High,11,1,Saturday,No,1,2,2,0,3,0,2,0.8096963134451989
WK678,6,1132,188.6666667,2,2,0.45,0.2222222222,0.3328556073,0.1227715315,0.5,0.5,how to install company software,Operations,AI,ART_55,1.63,Yes,1,No,2025-03-14,20,No,0.075,Medium,14,3,Friday,Yes,1,1,1,0,3,2,3,0.9056806523233802
IF679,6,826,137.6666667,2,2,0.33,0.2222222222,0.2232174848,0.0874561899,0.5,0.5,two factor authentication setup,Finance,AI,ART_88,2.0,Yes,4,No,2025-04-15,25,No,0.055,Medium,15,4,Tuesday,No,1,1,1,0,0,2,3,0.9289592353025707
CG680,3,2440,813.3333333,1,3,0.49,0.05555555556,0.801504837,0.5553267611,0.0,1.0,laptop not turning on,Security,Search,ART_55,4.29,No,5,No,2025-03-06,239,Yes,0.1633,High,6,3,Thursday,No,0,0,2,2,4,0,1,0.1263461180028568
RT681,7,1656,236.5714286,3,1,0.99,0.2777777778,0.5206019348,0.1559435517,1.0,0.0,reset my password,Security,Hybrid,ART_99,2.74,Yes,2,No,2025-02-12,185,No,0.1414,High,12,2,Wednesday,No,1,2,0,1,4,0,1,0.5421574145598896
FS682,10,1962,196.2,2,1,0.78,0.4444444444,0.6302400573,0.127988046,0.5,0.0,two factor authentication setup,Software Help,AI,ART_25,4.49,Yes,1,No,2025-05-27,225,No,0.078,High,27,5,Tuesday,No,1,1,0,0,5,0,1,0.8221302704829518
LK683,3,288,96.0,3,3,0.17,0.05555555556,0.03045503404,0.05860378665,1.0,1.0,company travel policy,Finance,AI,ART_67,3.73,No,1,No,2025-04-27,97,Yes,0.0567,Low,27,4,Sunday,No,0,2,2,0,0,1,3,0.07939880398457169
WY684,10,1441,144.1,2,1,0.58,0.4444444444,0.4435686134,0.09191100097,0.5,0.0,how to install company software,Software Help,Search,ART_93,5.28,Yes,1,No,2025-01-10,220,No,0.058,Medium,10,1,Friday,Yes,1,1,0,2,5,2,3,0.8058610942770819
RN685,10,1239,123.9,2,1,0.5,0.4444444444,0.3711931207,0.07792335587,0.5,0.0,how to request leave,HR Policy,AI,ART_43,0.64,Yes,5,No,2025-03-28,160,No,0.05,Medium,28,3,Friday,No,1,1,0,0,1,2,3,0.8291986721600617
VW686,11,617,56.09090909,3,3,0.37,0.5,0.1483339305,0.03096843022,1.0,1.0,how to request leave,IT Support,Search,ART_92,3.46,Yes,2,No,2025-04-01,61,No,0.0336,Low,1,4,Tuesday,No,1,2,2,2,2,1,3,0.9317867786852563
DB687,4,1318,329.5,2,1,0.53,0.1111111111,0.3994983877,0.2202926545,0.5,0.0,vpn not connecting,Software Help,AI,ART_65,5.67,Yes,3,No,2025-06-27,37,No,0.1325,Medium,27,6,Friday,No,1,1,0,0,5,2,3,0.8686567310059036
UB688,16,1818,113.625,2,1,0.73,0.7777777778,0.5786456467,0.07080835323,0.5,0.0,two factor authentication setup,IT Support,Search,ART_57,5.23,Yes,4,No,2025-05-01,296,No,0.0456,High,1,5,Thursday,No,1,1,0,2,2,0,2,0.8408723554325929
PS689,3,1042,347.3333333,2,2,0.42,0.05555555556,0.3006091007,0.2326414831,0.5,0.5,two factor authentication setup,IT Support,Hybrid,ART_9,3.54,Yes,4,No,2025-01-12,55,No,0.14,Medium,12,1,Sunday,No,1,1,1,1,2,2,3,0.78715181974256
VR690,18,1449,80.5,2,1,0.58,0.8888888889,0.4464349695,0.04787069264,0.5,0.0,two factor authentication setup,IT Support,Search,ART_73,1.72,Yes,3,No,2025-02-17,114,No,0.0322,Medium,17,2,Monday,No,1,1,0,2,2,2,0,0.9098861018725759
VN691,13,2128,163.6923077,2,3,0.85,0.6111111111,0.6897169473,0.1054778449,0.5,1.0,vpn not connecting,Operations,Search,ART_12,1.38,Yes,2,No,2025-03-10,59,No,0.0654,High,10,3,Monday,No,1,1,2,2,3,0,2,0.7244448215265463
KV692,19,685,36.05263158,1,2,0.14,0.9444444444,0.1726979577,0.01709277111,0.0,0.5,how to install company software,Operations,AI,ART_10,4.45,Yes,5,No,2025-05-06,78,No,0.0074,Low,6,5,Tuesday,No,1,0,1,0,3,1,0,0.826851802756313
FG693,6,2723,453.8333333,1,2,0.54,0.2222222222,0.9029021856,0.3063882258,0.0,0.5,vacation policy details,IT Support,AI,ART_93,0.84,No,4,No,2025-01-10,189,Yes,0.09,High,10,1,Friday,No,0,0,1,0,2,0,1,0.317702564025894
TA694,12,2556,213.0,3,1,1.53,0.5555555556,0.8430670011,0.139621335,1.0,0.0,laptop not turning on,Operations,Search,ART_60,1.91,Yes,2,No,2025-01-01,227,No,0.1275,High,1,1,Wednesday,No,1,2,0,2,3,0,2,0.7168792632704925
PU695,15,1480,98.66666667,1,1,0.3,0.7222222222,0.4575420996,0.06045034046,0.0,0.0,reset my password,HR Policy,Search,ART_31,4.92,Yes,4,No,2025-05-16,176,No,0.02,Medium,16,5,Friday,No,1,0,0,2,1,2,0,0.868869449565482
VY696,18,2060,114.4444444,2,1,0.82,0.8888888889,0.6653529201,0.07137578382,0.5,0.0,vpn not connecting,Operations,Search,ART_11,5.51,Yes,5,No,2025-02-18,262,No,0.0456,High,18,2,Tuesday,No,1,1,0,2,3,0,2,0.7271971578867238
YH697,20,1760,88.0,1,1,0.35,1.0,0.5578645647,0.05306412523,0.0,0.0,email not syncing,IT Support,Search,ART_5,2.61,No,4,No,2025-03-09,147,Yes,0.0175,High,9,3,Sunday,No,0,0,0,2,2,0,2,0.12472783882420817
DJ698,3,1291,430.3333333,2,3,0.52,0.05555555556,0.3898244357,0.2901154704,0.5,1.0,how to request leave,IT Support,AI,ART_83,5.73,Yes,5,No,2025-05-16,280,No,0.1733,Medium,16,5,Friday,No,1,1,2,0,2,2,3,0.8336584747788232
OX699,3,2483,827.6666667,2,2,0.99,0.05555555556,0.8169115013,0.5652519878,0.5,0.5,how to request leave,IT Support,AI,ART_8,2.12,Yes,4,No,2025-06-11,200,No,0.33,High,11,6,Wednesday,No,1,1,1,0,2,0,1,0.7328933007410887
TH700,10,631,63.1,1,3,0.13,0.4444444444,0.1533500537,0.03582192904,0.0,1.0,laptop not turning on,Finance,AI,ART_27,0.73,Yes,1,No,2025-06-28,107,No,0.013,Low,28,6,Saturday,No,1,0,2,0,0,1,3,0.8568074625421106
BK701,15,1605,107.0,2,1,0.64,0.7222222222,0.5023289144,0.06622082111,0.5,0.0,email not syncing,Operations,Hybrid,ART_100,1.15,Yes,5,No,2025-01-06,161,No,0.0427,High,6,1,Monday,No,1,1,0,1,3,0,2,0.5345166812455491
NL702,7,560,80.0,1,1,0.11,0.2777777778,0.127911143,0.0475244638,0.0,0.0,laptop not turning on,HR Policy,Hybrid,ART_69,5.04,Yes,2,No,2025-05-07,210,No,0.0157,Low,7,5,Wednesday,No,1,0,0,1,1,1,3,0.8032201112720105
IZ703,2,2984,1492.0,1,2,0.6,0.0,0.9964170548,1.025274705,0.0,0.5,vpn not connecting,Security,Search,ART_44,4.43,Yes,1,No,2025-01-31,290,No,0.3,High,31,1,Friday,No,1,0,1,2,4,0,1,0.973831207079745
YG704,8,1485,185.625,2,3,0.59,0.3333333333,0.4593335722,0.120665306,0.5,1.0,two factor authentication setup,Software Help,Hybrid,ART_91,2.16,Yes,2,No,2025-03-27,152,No,0.0738,Medium,27,3,Thursday,No,1,1,2,1,5,2,3,0.7255005711277576
ZR705,16,459,28.6875,2,1,0.18,0.7777777778,0.09172339663,0.01199272919,0.5,0.0,two factor authentication setup,IT Support,AI,ART_31,5.35,No,1,No,2025-05-14,260,Yes,0.0112,Low,14,5,Wednesday,No,0,1,0,0,2,1,0,0.429593539764811
CL706,17,683,40.17647059,1,3,0.14,0.8333333333,0.1719813687,0.01994835509,0.0,1.0,reset my password,Software Help,Search,ART_54,4.82,Yes,2,No,2025-03-11,193,No,0.0082,Low,11,3,Tuesday,No,1,0,2,2,5,1,0,0.7258454913483936
QV707,19,664,34.94736842,2,1,0.27,0.9444444444,0.1651737728,0.01632742315,0.5,0.0,two factor authentication setup,Operations,Search,ART_92,4.73,Yes,1,No,2025-06-02,74,No,0.0142,Low,2,6,Monday,No,1,1,0,2,3,1,0,0.7789389773096477
GG708,13,514,39.53846154,2,2,0.21,0.6111111111,0.1114295951,0.01950656083,0.5,0.5,reset my password,Operations,AI,ART_4,1.58,Yes,3,No,2025-01-31,55,No,0.0162,Low,31,1,Friday,No,1,1,1,0,3,1,0,0.8828960854476111
TK709,8,2182,272.75,3,1,1.31,0.3333333333,0.7090648513,0.1809956813,1.0,0.0,vacation policy details,Security,Search,ART_77,2.4,Yes,5,No,2025-05-16,60,No,0.1638,High,16,5,Friday,No,1,2,0,2,4,0,1,0.7094220924076174
RF710,5,809,161.8,1,3,0.16,0.1666666667,0.217126478,0.1041675019,0.0,1.0,reset my password,Security,Search,ART_77,0.53,Yes,5,No,2025-06-22,166,No,0.032,Medium,22,6,Sunday,No,1,0,2,2,4,2,3,0.8377343149928862
NE711,2,2928,1464.0,1,1,0.59,0.0,0.9763525618,1.00588589,0.0,0.0,vpn not connecting,Finance,Search,ART_76,0.55,Yes,3,Yes,2025-01-25,31,No,0.295,High,25,1,Saturday,No,1,0,0,2,0,0,1,0.9541687339018388
DC712,6,1179,196.5,2,2,0.47,0.2222222222,0.3496954497,0.1281957833,0.5,0.5,laptop not turning on,Operations,Hybrid,ART_53,2.3,Yes,3,No,2025-05-23,193,No,0.0783,Medium,23,5,Friday,No,1,1,1,1,3,2,3,0.5702449835210582
WS713,16,1878,117.375,2,2,0.75,0.7777777778,0.6001433178,0.07340506952,0.5,0.5,expense reimbursement process,IT Support,Hybrid,ART_53,5.75,Yes,2,No,2025-01-13,56,No,0.0469,High,13,1,Monday,No,1,1,1,1,2,0,2,0.696687187518426
NU714,17,386,22.70588235,1,3,0.08,0.8333333333,0.06556789681,0.007850712127,0.0,1.0,vpn not connecting,Operations,Hybrid,ART_99,1.82,Yes,1,No,2025-03-17,57,No,0.0047,Low,17,3,Monday,No,1,0,2,1,3,1,0,0.9090845172248582
PA715,7,2809,401.2857143,1,2,0.56,0.2777777778,0.9337155142,0.2700012235,0.0,0.5,email not syncing,Software Help,AI,ART_13,4.85,Yes,3,No,2025-02-13,108,No,0.08,High,13,2,Thursday,No,1,0,1,0,5,0,1,0.704934417994797
MK716,15,1685,112.3333333,3,2,1.01,0.7222222222,0.5309924758,0.06991392873,1.0,0.5,company travel policy,IT Support,Hybrid,ART_75,4.19,Yes,4,No,2025-01-19,221,No,0.0673,High,19,1,Sunday,No,1,2,1,1,2,0,2,0.6628663506887059
GY717,12,2332,194.3333333,3,1,1.4,0.5555555556,0.762809029,0.1266954583,1.0,0.0,two factor authentication setup,HR Policy,AI,ART_49,0.62,Yes,1,No,2025-03-08,190,No,0.1167,High,8,3,Saturday,No,1,2,0,0,1,0,2,0.7914541069377279
YV718,14,2588,184.8571429,1,1,0.52,0.6666666667,0.8545324257,0.1201335975,0.0,0.0,how to request leave,Security,AI,ART_61,1.81,Yes,2,No,2025-04-01,233,No,0.0371,High,1,4,Tuesday,No,1,0,0,0,4,0,2,0.8991136751842482
HP719,15,2544,169.6,3,2,1.53,0.7222222222,0.8387674669,0.1095686718,1.0,0.5,company travel policy,Software Help,Hybrid,ART_6,1.9,Yes,1,No,2025-06-14,213,No,0.102,High,14,6,Saturday,No,1,2,1,1,5,0,2,0.7117104695350491
CN720,13,1331,102.3846154,1,1,0.27,0.6111111111,0.4041562164,0.06302486259,0.0,0.0,how to install company software,HR Policy,Search,ART_9,3.78,Yes,3,No,2025-01-19,260,No,0.0208,Medium,19,1,Sunday,No,1,0,0,2,1,2,0,0.830088597247325
NE721,18,1238,68.77777778,2,3,0.5,0.8888888889,0.3708348262,0.03975354986,0.5,1.0,how to install company software,Operations,Search,ART_95,4.12,No,1,No,2025-05-28,120,Yes,0.0278,Medium,28,5,Wednesday,No,0,1,2,2,3,2,0,0.28290255063694936
OD722,12,2278,189.8333333,1,2,0.46,0.5555555556,0.743461125,0.1235793988,0.0,0.5,reset my password,Operations,Hybrid,ART_29,5.27,Yes,1,No,2025-03-04,25,No,0.0383,High,4,3,Tuesday,No,1,0,1,1,3,0,2,0.8919204712254006
LA723,15,1947,129.8,2,3,0.78,0.7222222222,0.6248656396,0.08200885617,0.5,1.0,company travel policy,IT Support,AI,ART_76,0.77,Yes,2,No,2025-02-09,248,No,0.052,High,9,2,Sunday,No,1,1,2,0,2,0,2,0.4091862523565713
UQ724,13,582,44.76923077,2,2,0.23,0.6111111111,0.1357936224,0.02312864714,0.5,0.5,how to install company software,Software Help,Search,ART_4,3.34,Yes,2,No,2025-06-02,193,No,0.0177,Low,2,6,Monday,No,1,1,1,2,5,1,0,0.7393131870268435
NT725,6,1984,330.6666667,2,1,0.79,0.2222222222,0.6381225367,0.2211005218,0.5,0.0,expense reimbursement process,IT Support,Hybrid,ART_61,5.03,Yes,4,No,2025-01-19,173,No,0.1317,High,19,1,Sunday,No,1,1,0,1,2,0,1,0.5341470258949521
HV726,15,298,19.86666667,2,1,0.12,0.7222222222,0.03403797922,0.005884675426,0.5,0.0,reset my password,Operations,Hybrid,ART_99,3.41,Yes,2,No,2025-01-13,99,No,0.008,Low,13,1,Monday,No,1,1,0,1,3,1,0,0.8719782314599115
BR727,12,1884,157.0,1,2,0.38,0.5555555556,0.6022930849,0.100843705,0.0,0.5,two factor authentication setup,Software Help,AI,ART_82,2.3,Yes,5,No,2025-04-29,298,No,0.0317,High,29,4,Tuesday,No,1,0,1,0,5,0,2,0.9385326902116415
TK728,6,254,42.33333333,3,2,0.15,0.2222222222,0.01827302042,0.02144189126,1.0,0.5,email not syncing,HR Policy,Search,ART_27,1.86,Yes,4,Yes,2025-03-05,293,No,0.025,Low,5,3,Wednesday,No,1,2,1,2,1,1,3,0.980872037541764
BD729,15,2922,194.8,3,3,1.75,0.7222222222,0.9742027947,0.1270186052,1.0,1.0,expense reimbursement process,IT Support,AI,ART_5,4.72,No,1,No,2025-03-03,245,Yes,0.1167,High,3,3,Monday,No,0,2,2,0,2,0,2,0.18125794971793974
PO730,20,2279,113.95,1,1,0.46,1.0,0.7438194196,0.07103340197,0.0,0.0,how to install company software,Software Help,Hybrid,ART_53,4.18,Yes,5,No,2025-06-22,106,No,0.023,High,22,6,Sunday,No,1,0,0,1,5,0,2,0.8184455331372827
YP731,7,2664,380.5714286,1,3,0.53,0.2777777778,0.881762809,0.2556574573,0.0,1.0,expense reimbursement process,Finance,Hybrid,ART_56,4.77,No,3,Yes,2025-05-16,58,Yes,0.0757,High,16,5,Friday,No,0,0,2,1,0,0,1,0.24644513982420957
TD732,8,1197,149.625,2,2,0.48,0.3333333333,0.356144751,0.09573682964,0.5,0.5,two factor authentication setup,Software Help,Search,ART_49,2.41,No,1,No,2025-03-26,115,Yes,0.06,Medium,26,3,Wednesday,No,0,1,1,2,5,2,3,0.3379207373219839
YA733,15,814,54.26666667,2,2,0.33,0.7222222222,0.2189179506,0.02970521955,0.5,0.5,how to install company software,HR Policy,AI,ART_87,4.02,No,1,No,2025-03-04,115,Yes,0.022,Medium,4,3,Tuesday,No,0,1,1,0,1,2,0,0.2733799197135846
LA734,2,2760,1380.0,1,1,0.55,0.0,0.9161590828,0.9477194453,0.0,0.0,vpn not connecting,IT Support,Hybrid,ART_65,1.96,Yes,1,No,2025-04-07,266,No,0.275,High,7,4,Monday,No,1,0,0,1,2,0,1,0.9638029277366352
BT735,4,2666,666.5,1,2,0.53,0.1111111111,0.8824793981,0.453650892,0.0,0.5,two factor authentication setup,HR Policy,AI,ART_13,1.64,Yes,5,No,2025-04-09,288,No,0.1325,High,9,4,Wednesday,No,1,0,1,0,1,0,1,0.8588635559574801
AD736,20,470,23.5,1,1,0.09,1.0,0.09566463633,0.008400604989,0.0,0.0,vpn not connecting,Operations,Search,ART_2,1.68,No,5,No,2025-02-05,270,Yes,0.0045,Low,5,2,Wednesday,No,0,0,0,2,3,1,0,0.05636836754156653
HS737,18,1118,62.11111111,3,1,0.67,0.8888888889,0.3278394841,0.03513716534,1.0,0.0,reset my password,HR Policy,AI,ART_18,1.81,Yes,4,No,2025-01-06,183,No,0.0372,Medium,6,1,Monday,No,1,2,0,0,1,2,0,0.8878936109418408
MT738,7,839,119.8571429,3,3,0.5,0.2777777778,0.2278753135,0.0751238484,1.0,1.0,laptop not turning on,Operations,Search,ART_84,5.2,No,5,No,2025-03-19,295,Yes,0.0714,Medium,19,3,Wednesday,No,0,2,2,2,3,2,3,0.15224736710820294
BY739,12,828,69.0,2,3,0.33,0.5555555556,0.2239340738,0.03990742934,0.5,1.0,how to install company software,Operations,Hybrid,ART_64,2.26,Yes,5,No,2025-04-17,126,No,0.0275,Medium,17,4,Thursday,No,1,1,2,1,3,2,3,0.7546477753603442
KZ740,12,1354,112.8333333,1,1,0.27,0.5555555556,0.4123969903,0.07026015756,0.0,0.0,expense reimbursement process,Operations,AI,ART_85,1.11,Yes,3,No,2025-05-31,110,No,0.0225,Medium,31,5,Saturday,No,1,0,0,0,3,2,3,0.8787166328049762
PK001,8,880,110.0,1,2,0.18,0.3333333333,0.2425653887,0.06829819414,0.0,0.5,vpn not connecting,HR Policy,Hybrid,ART_89,3.93,No,5,Yes,2025-05-16,145,Yes,0.0225,Medium,16,5,Friday,No,0,0,1,1,1,2,3,0.26135211827331983
HG002,19,1372,72.21052632,2,3,0.55,0.9444444444,0.4188462917,0.04213058294,0.5,1.0,expense reimbursement process,Operations,AI,ART_31,2.68,Yes,5,No,2025-05-13,260,No,0.0289,Medium,13,5,Tuesday,No,1,1,2,0,3,2,0,0.9088847728082524
YB003,7,2891,413.0,3,3,1.73,0.2777777778,0.9630956646,0.2781128706,1.0,1.0,how to install company software,Operations,Search,ART_32,5.67,Yes,3,No,2025-06-27,96,No,0.2471,High,27,6,Friday,No,1,2,2,2,3,0,1,0.8160022466534658
ZW004,19,2350,123.6842105,2,1,0.94,0.9444444444,0.7692583303,0.07777393079,0.5,0.0,how to request leave,Software Help,Hybrid,ART_18,4.57,No,3,No,2025-03-08,67,Yes,0.0495,High,8,3,Saturday,No,0,1,0,1,5,0,2,0.35757191855997744
HB005,9,643,71.44444444,3,2,0.39,0.3888888889,0.157649588,0.04160010367,1.0,0.5,vpn not connecting,HR Policy,Hybrid,ART_80,3.84,Yes,3,No,2025-06-16,229,No,0.0433,Low,16,6,Monday,No,1,2,1,1,1,1,3,0.7631190420185026
GK006,19,1248,65.68421053,3,2,0.75,0.9444444444,0.3744177714,0.03761138546,1.0,0.5,email not syncing,Software Help,Hybrid,ART_2,1.6,Yes,1,No,2025-06-10,138,No,0.0395,Medium,10,6,Tuesday,No,1,2,1,1,5,2,0,0.8609946391152374
UV007,19,612,32.21052632,1,1,0.12,0.9444444444,0.1465424579,0.01443227582,0.0,0.0,laptop not turning on,HR Policy,AI,ART_2,0.61,Yes,3,No,2025-03-18,139,No,0.0063,Low,18,3,Tuesday,No,1,0,0,0,1,1,0,0.8695250351044005
YS008,12,2595,216.25,1,2,0.52,0.5555555556,0.8570404873,0.1418718224,0.0,0.5,two factor authentication setup,Security,Hybrid,ART_73,2.07,Yes,2,No,2025-04-14,178,No,0.0433,High,14,4,Monday,No,1,0,1,1,4,0,2,0.6942470091085587
OB009,6,2366,394.3333333,3,3,1.42,0.2222222222,0.7749910426,0.2651869939,1.0,1.0,vacation policy details,Software Help,Search,ART_56,5.16,Yes,5,No,2025-04-11,295,No,0.2367,High,11,4,Friday,No,1,2,2,2,5,0,1,0.8615736894697633
DG010,12,1725,143.75,3,3,1.04,0.5555555556,0.5453242565,0.09166864078,1.0,1.0,email not syncing,HR Policy,Search,ART_24,3.23,Yes,3,No,2025-04-18,142,No,0.0867,High,18,4,Friday,No,1,2,2,2,1,0,2,0.6845598619185398
DR011,7,2926,418.0,2,3,1.17,0.2777777778,0.9756359728,0.281575159,0.5,1.0,how to install company software,Finance,Hybrid,ART_95,5.13,No,4,No,2025-06-20,262,Yes,0.1671,High,20,6,Friday,No,0,1,2,1,0,0,1,0.17632695020047442
KF012,14,2493,178.0714286,1,1,0.5,0.6666666667,0.8204944464,0.1154347775,0.0,0.0,laptop not turning on,Security,Hybrid,ART_5,3.53,Yes,1,No,2025-01-09,29,No,0.0357,High,9,1,Thursday,No,1,0,0,1,4,0,2,0.890728815727784
UH013,15,2229,148.6,2,3,0.89,0.7222222222,0.7259046937,0.09502706052,0.5,1.0,company travel policy,IT Support,AI,ART_27,4.61,No,4,No,2025-06-03,277,Yes,0.0593,High,3,6,Tuesday,No,0,1,2,0,2,0,2,0.19970535854277863
ZJ014,6,1187,197.8333333,3,1,0.71,0.2222222222,0.3525618058,0.1291190602,1.0,0.0,how to request leave,Software Help,AI,ART_70,4.92,Yes,2,No,2025-02-26,282,No,0.1183,Medium,26,2,Wednesday,No,1,2,0,0,5,2,3,0.8411994566426598
BV015,7,2486,355.1428571,2,2,0.99,0.2777777778,0.8179863848,0.2380492478,0.5,0.5,how to request leave,Operations,Search,ART_21,4.85,Yes,5,No,2025-06-16,60,No,0.1414,High,16,6,Monday,No,1,1,1,2,3,0,1,0.7629530817194125
JI016,15,1161,77.4,3,2,0.7,0.7222222222,0.3432461483,0.04572407384,1.0,0.5,laptop not turning on,Software Help,Search,ART_1,2.68,Yes,1,No,2025-03-26,136,No,0.0467,Medium,26,3,Wednesday,No,1,2,1,2,5,2,0,0.8761066215878667
XB017,10,2444,244.4,2,3,0.98,0.4444444444,0.802938015,0.1613645061,0.5,1.0,company travel policy,Software Help,Search,ART_81,3.16,No,4,Yes,2025-01-13,135,Yes,0.098,High,13,1,Monday,No,0,1,2,2,5,0,1,0.3518026493579577
QN018,6,1259,209.8333333,1,2,0.25,0.2222222222,0.3783590111,0.1374285523,0.0,0.5,laptop not turning on,Security,Hybrid,ART_68,2.47,Yes,2,No,2025-01-07,258,No,0.0417,Medium,7,1,Tuesday,No,1,0,1,1,4,2,3,0.6970558464982064
